F_O2_entrada_kmol_h;m_biogas_entrada_kg_h;m_oxigenio_entrada_kg_h;m_agua_vapor_entrada_kg_h;P_entrada_biogas_bar;T_entrada_biogas_C;P_entrada_oxigenio_bar;T_entrada_oxigenio_C;P_entrada_agua_bar;T_entrada_agua_C;T_vapor_necessaria_C;Q_aquecedor_vapor_kW;W_bomba_agua_W;P_mistura_final_bar;T_mistura_final_alvo_C;W_compressao_biogas_total_kW
22,7919;1880,46;726,947;2237,78;15;72,92326006;15;25;1;25;849,5908155;2588,776554;1245,712296;15;500;4,329624101
22,7975;1880,92;727,126;2238,33;15;72,92991723;15;25;1;25;849,5870837;2589,407274;1246,018466;15;500;4,330703487
22,7978;1880,95;727,136;2238,36;15;72,93030883;15;25;1;25;849,5875903;2589,442733;1246,035166;15;500;4,330766981
22,8023;1881,32;727,281;2238,81;15;72,9356738;15;25;1;25;849,583539;2589,95729;1246,285669;15;500;4,331636848
22,806;1881,62;727,397;2239,17;15;72,93998149;15;25;1;25;849,5808637;2590,369776;1246,486072;15;500;4,332335287
22,8061;1881,63;727,402;2239,18;15;72,9401773;15;25;1;25;849,5811451;2590,381763;1246,491638;15;500;4,332367034
22,8079;1881,78;727,457;2239,35;15;72,94225284;15;25;1;25;849,5810746;2590,578321;1246,586273;15;500;4,332703556
22,8227;1883;727,929;2240,8;15;72,9597974;15;25;1;25;849,57229;2592,24267;1247,393449;15;500;4,335548168
22,8235;1883,07;727,956;2240,89;15;72,96081563;15;25;1;25;849,5707597;2592,344508;1247,44355;15;500;4,33571326
22,8269;1883,34;728,063;2241,22;15;72,9647711;15;25;1;25;849,5676466;2592,72163;1247,627252;15;500;4,33635458
22,8275;1883,4;728,083;2241,28;15;72,9655152;15;25;1;25;849,568678;2592,792576;1247,660652;15;500;4,336475224
22,8314;1883,72;728,208;2241,66;15;72,97017564;15;25;1;25;849,5664974;2593,228926;1247,872188;15;500;4,337230845
22,8323;1883,79;728,235;2241,75;15;72,9711939;15;25;1;25;849,5649675;2593,330764;1247,922289;15;500;4,337395939
22,8324;1883,8;728,239;2241,76;15;72,97131139;15;25;1;25;849,5652012;2593,34268;1247,927855;15;500;4,337414989
22,8379;1884,25;728,414;2242,3;15;72,97785178;15;25;1;25;849,561236;2593,961464;1248,228459;15;500;4,338475409
22,8396;1884,39;728,468;2242,46;15;72,97984916;15;25;1;25;849,5611732;2594,146464;1248,317527;15;500;4,338799252
22,8409;1884,5;728,51;2242,59;15;72,98141574;15;25;1;25;849,5604499;2594,295774;1248,389894;15;500;4,339053248
22,8416;1884,56;728,532;2242,66;15;72,9822382;15;25;1;25;849,5601275;2594,376272;1248,428861;15;500;4,339186595
22,8473;1885,03;728,715;2243,22;15;72,9890529;15;25;1;25;849,5566091;2595,018855;1248,740598;15;500;4,340291484
22,8488;1885,16;728,763;2243,37;15;72,9908545;15;25;1;25;849,5561773;2595,191736;1248,824099;15;500;4,340583583
22,8527;1885,48;728,888;2243,76;15;72,99547604;15;25;1;25;849,5525294;2595,637462;1249,041202;15;500;4,341332885
22,8534;1885,53;728,909;2243,82;15;72,99625936;15;25;1;25;849,5521959;2595,706374;1249,074602;15;500;4,341459886
22,8583;1885,94;729,065;2244,3;15;73,00205594;15;25;1;25;849,5501498;2596,2586;1249,341805;15;500;4,342399697
22,861;1886,16;729,151;2244,57;15;73,00526758;15;25;1;25;849,5473512;2596,56677;1249,492107;15;500;4,342920407
22,8614;1886,19;729,165;2244,61;15;73,00577675;15;25;1;25;849,5466589;2596,612011;1249,514374;15;500;4,343002959
22,8712;1887;729,478;2245,57;15;73,01740937;15;25;1;25;849,5412035;2597,714423;1250,048781;15;500;4,344888969
22,8738;1887,22;729,559;2245,82;15;73,02046445;15;25;1;25;849,54102;2598,003353;1250,187949;15;500;4,34538429
22,874;1887,23;729,566;2245,84;15;73,02069946;15;25;1;25;849,5399695;2598,024923;1250,199082;15;500;4,345422392
22,8757;1887,37;729,619;2246,01;15;73,02269702;15;25;1;25;849,5383318;2598,219138;1250,293717;15;500;4,345746258
22,8767;1887,46;729,653;2246,11;15;73,0239504;15;25;1;25;849,538668;2598,335321;1250,349384;15;500;4,345949468
22,8829;1887,96;729,849;2246,71;15;73,03119655;15;25;1;25;849,5344102;2599,023057;1250,683388;15;500;4,347124286
22,8886;1888,44;730,032;2247,28;15;73,03801194;15;25;1;25;849,530835;2599,677104;1251,000692;15;500;4,348229262
22,8887;1888,45;730,036;2247,29;15;73,03816862;15;25;1;25;849,5310477;2599,68899;1251,006259;15;500;4,348254664
22,8909;1888,63;730,104;2247,5;15;73,04071463;15;25;1;25;849,530214;2599,930675;1251,12316;15;500;4,348667446
22,8926;1888,77;730,16;2247,67;15;73,04279061;15;25;1;25;849,5287986;2600,12522;1251,217794;15;500;4,349004023
22,893;1888,8;730,174;2247,71;15;73,04329981;15;25;1;25;849,528107;2600,17046;1251,240061;15;500;4,34908658
22,8943;1888,91;730,214;2247,84;15;73,04482743;15;25;1;25;849,5272286;2600,319534;1251,312429;15;500;4,349334251
22,8968;1889,11;730,293;2248,08;15;73,04776517;15;25;1;25;849,5255578;2600,594673;1251,44603;15;500;4,349810543
22,8983;1889,24;730,342;2248,23;15;73,04956699;15;25;1;25;849,5252123;2600,767678;1251,529531;15;500;4,35010267
22,8986;1889,27;730,352;2248,26;15;73,04995869;15;25;1;25;849,5257156;2600,803134;1251,546232;15;500;4,350166176
22,9002;1889,39;730,401;2248,41;15;73,05176052;15;25;1;25;849,5239424;2600,974007;1251,629733;15;500;4,350458303
22,9042;1889,72;730,529;2248,81;15;73,05653932;15;25;1;25;849,5204221;2601,431471;1251,852402;15;500;4,351233082
22,905;1889,79;730,555;2248,89;15;73,05747941;15;25;1;25;849,5203321;2601,523881;1251,896936;15;500;4,351385498
22,9068;1889,94;730,614;2249,07;15;73,05967298;15;25;1;25;849,5190622;2601,730209;1251,997137;15;500;4,351741136
22,9104;1890,24;730,728;2249,42;15;73,06394262;15;25;1;25;849,5177168;2602,13308;1252,191973;15;500;4,352433364
22,9132;1890,47;730,816;2249,69;15;73,06723301;15;25;1;25;849,5164816;2602,44357;1252,342274;15;500;4,352966828
22,9161;1890,71;730,91;2249,98;15;73,07071929;15;25;1;25;849,5141304;2602,775529;1252,50371;15;500;4,353532049
22,9214;1891,14;731,078;2250,5;15;73,07694763;15;25;1;25;849,5098292;2603,370635;1252,79318;15;500;4,354541833
22,9239;1891,35;731,157;2250,74;15;73,07988555;15;25;1;25;849,5095846;2603,647901;1252,926781;15;500;4,355018149
22,9263;1891,54;731,233;2250,98;15;73,08274514;15;25;1;25;849,5062663;2603,920571;1253,060383;15;500;4,355481766
22,9278;1891,67;731,282;2251,13;15;73,08458626;15;25;1;25;849,5058998;2604,093542;1253,143884;15;500;4,355780261
22,9296;1891,82;731,34;2251,3;15;73,08670159;15;25;1;25;849,5060651;2604,290444;1253,238518;15;500;4,356123213
22,9312;1891,95;731,39;2251,46;15;73,08858189;15;25;1;25;849,5042837;2604,472867;1253,327586;15;500;4,35642806
22,9314;1891,97;731,397;2251,48;15;73,08881693;15;25;1;25;849,5046611;2604,496568;1253,338719;15;500;4,356466166
22,9334;1892,13;731,461;2251,68;15;73,09120649;15;25;1;25;849,5021888;2604,724229;1253,450054;15;500;4,356853578
22,9363;1892,37;731,553;2251,96;15;73,09461458;15;25;1;25;849,5011855;2605,04663;1253,605923;15;500;4,357406118
22,9365;1892,39;731,56;2251,98;15;73,09488879;15;25;1;25;849,5015425;2605,0703;1253,617056;15;500;4,357450575
22,9378;1892,5;731,601;2252,11;15;73,09641656;15;25;1;25;849,5007515;2605,219499;1253,689424;15;500;4,357698267
22,9391;1892,61;731,644;2252,24;15;73,09802268;15;25;1;25;849,5000946;2605,3689;1253,761791;15;500;4,357958661
22,9395;1892,63;731,654;2252,27;15;73,09841442;15;25;1;25;849,4991715;2605,402222;1253,778491;15;500;4,358022172
22,9418;1892,83;731,729;2252,5;15;73,10119576;15;25;1;25;849,4987137;2605,667599;1253,906526;15;500;4,358473101
22,9443;1893,03;731,807;2252,74;15;73,10409465;15;25;1;25;849,496976;2605,942628;1254,040128;15;500;4,358943085
22,946;1893,17;731,863;2252,91;15;73,10617088;15;25;1;25;849,4955613;2606,137165;1254,134762;15;500;4,359279697
22,9467;1893,23;731,884;2252,98;15;73,10695437;15;25;1;25;849,4951712;2606,217557;1254,173729;15;500;4,359406721
22,9493;1893,44;731,966;2253,23;15;73,11000998;15;25;1;25;849,4936453;2606,50447;1254,312898;15;500;4,359902114
22,95;1893,5;731,989;2253,3;15;73,11087182;15;25;1;25;849,4933893;2606,585062;1254,351865;15;500;4,360041841
22,9502;1893,52;731,998;2253,33;15;73,11118522;15;25;1;25;849,4924198;2606,618314;1254,368565;15;500;4,360092651
22,9542;1893,85;732,124;2253,72;15;73,1158862;15;25;1;25;849,4902478;2607,066209;1254,585668;15;500;4,360854801
22,9582;1894,18;732,251;2254,11;15;73,1206264;15;25;1;25;849,4881426;2607,514203;1254,80277;15;500;4,361623308
22,9615;1894,45;732,358;2254,44;15;73,12458312;15;25;1;25;849,485035;2607,891288;1254,986472;15;500;4,362264794
22,9685;1895,03;732,58;2255,12;15;73,13284924;15;25;1;25;849,4820698;2608,673457;1255,36501;15;500;4,363604941
22,9687;1895,05;732,587;2255,14;15;73,13312348;15;25;1;25;849,4824261;2608,697126;1255,376144;15;500;4,363649401
22,969;1895,07;732,597;2255,17;15;73,13347606;15;25;1;25;849,4815243;2608,730479;1255,392844;15;500;4,363706565
22,9691;1895,08;732,601;2255,19;15;73,13363277;15;25;1;25;849,4802566;2608,751716;1255,403977;15;500;4,36373197
22,9762;1895,66;732,824;2255,87;15;73,14193819;15;25;1;25;849,4773578;2609,533981;1255,782515;15;500;4,365078489
22,979;1895,9;732,916;2256,15;15;73,14534659;15;25;1;25;849,4763526;2609,856372;1255,938384;15;500;4,365631075
22,9813;1896,09;732,989;2256,38;15;73,14808899;15;25;1;25;849,4743164;2610,119378;1256,066418;15;500;4,366075686
22,986;1896,47;733,139;2256,84;15;73,15365219;15;25;1;25;849,4705523;2610,645852;1256,322488;15;500;4,366977618
22,9869;1896,55;733,168;2256,93;15;73,15474916;15;25;1;25;849,4705849;2610,75001;1256,372589;15;500;4,367155465
22,9927;1897,03;733,352;2257,5;15;73,1616053;15;25;1;25;849,4670755;2611,404107;1256,689893;15;500;4,368267015
22,9945;1897,17;733,409;2257,67;15;73,16372092;15;25;1;25;849,4657283;2611,598737;1256,784527;15;500;4,36861001
22,999;1897,54;733,552;2258,12;15;73,16904919;15;25;1;25;849,4615328;2612,11299;1257,03503;15;500;4,369473854
23,0026;1897,84;733,667;2258,47;15;73,17331968;15;25;1;25;849,4602703;2612,515964;1257,229866;15;500;4,370166205
23,0123;1898,64;733,977;2259,42;15;73,18487757;15;25;1;25;849,4546438;2613,606446;1257,758705;15;500;4,372040024
23,0142;1898,8;734,039;2259,61;15;73,18715;15;25;1;25;849,4535387;2613,824572;1257,864473;15;500;4,372408439
23,0154;1898,9;734,076;2259,73;15;73,18852129;15;25;1;25;849,4525366;2613,961879;1257,931274;15;500;4,37263076
23,0186;1899,16;734,179;2260,04;15;73,19236094;15;25;1;25;849,4506761;2614,317682;1258,103843;15;500;4,37325326
23,0275;1899,9;734,462;2260,92;15;73,20290048;15;25;1;25;849,4450389;2615,327163;1258,593715;15;500;4,37496198
23,0314;1900,22;734,586;2261,3;15;73,20752383;15;25;1;25;849,442788;2615,763349;1258,805251;15;500;4,375711539
23,0344;1900,47;734,683;2261,6;15;73,21112851;15;25;1;25;849,4405833;2616,107063;1258,972253;15;500;4,376295945
23,0354;1900,55;734,714;2261,69;15;73,21226476;15;25;1;25;849,4407681;2616,211448;1259,022354;15;500;4,376480161
23,0367;1900,65;734,755;2261,82;15;73,21379284;15;25;1;25;849,4385582;2616,358505;1259,094721;15;500;4,3767279
23,0376;1900,73;734,784;2261,91;15;73,21488992;15;25;1;25;849,4385893;2616,46266;1259,144822;15;500;4,376905764
23,0381;1900,77;734,799;2261,95;15;73,21543846;15;25;1;25;849,4393856;2616,510126;1259,167089;15;500;4,376994696
23,0387;1900,83;734,821;2262,02;15;73,21626128;15;25;1;25;849,4390619;2616,590612;1259,206056;15;500;4,377128095
23,0404;1900,96;734,874;2262,18;15;73,21822036;15;25;1;25;849,4375044;2616,773352;1259,295123;15;500;4,377445711
23,0417;1901,07;734,916;2262,31;15;73,21982682;15;25;1;25;849,4367595;2616,92261;1259,367491;15;500;4,377706157
23,0446;1901,31;735,009;2262,6;15;73,22323565;15;25;1;25;849,4343645;2617,254468;1259,528926;15;500;4,378258812
23,0483;1901,61;735,124;2262,95;15;73,22754568;15;25;1;25;849,4330794;2617,657397;1259,723762;15;500;4,378957577
23,0497;1901,73;735,169;2263,09;15;73,22923053;15;25;1;25;849,4324986;2617,818469;1259,801696;15;500;4,379230732
23,0504;1901,78;735,191;2263,16;15;73,23005336;15;25;1;25;849,430757;2617,896823;1259,840663;15;500;4,379364133
23,0518;1901,9;735,236;2263,3;15;73,2317382;15;25;1;25;849,4301763;2618,057894;1259,918597;15;500;4,379637289
23,0557;1902,23;735,362;2263,69;15;73,23640095;15;25;1;25;849,4280226;2618,505786;1260,1357;15;500;4,380393236
23,0561;1902,25;735,373;2263,72;15;73,23683196;15;25;1;25;849,4271699;2618,539207;1260,1524;15;500;4,380463113
23,0587;1902,47;735,456;2263,98;15;73,23992741;15;25;1;25;849,4256539;2618,83768;1260,297135;15;500;4,380964964
23,0596;1902,55;735,486;2264,07;15;73,24102454;15;25;1;25;849,4257713;2618,941963;1260,347236;15;500;4,381142836
23,0617;1902,72;735,554;2264,28;15;73,24357144;15;25;1;25;849,4235161;2619,181487;1260,464137;15;500;4,381555753
23,0637;1902,89;735,617;2264,47;15;73,24588326;15;25;1;25;849,4238942;2619,401836;1260,569905;15;500;4,381930557
23,0671;1903,16;735,724;2264,8;15;73,24987997;15;25;1;25;849,4207707;2619,778862;1260,753607;15;500;4,382578526
23,0676;1903,2;735,74;2264,85;15;73,25046773;15;25;1;25;849,4201594;2619,835779;1260,781441;15;500;4,382673816
23,0694;1903,36;735,799;2265,03;15;73,25266202;15;25;1;25;849,4203066;2620,044213;1260,881642;15;500;4,383029566
23,0708;1903,47;735,842;2265,16;15;73,25426855;15;25;1;25;849,4196483;2620,193599;1260,95401;15;500;4,383290026
23,083;1904,48;736,232;2266,36;15;73,26880592;15;25;1;25;849,4123591;2621,570711;1261,622018;15;500;4,385646907
23,0892;1904,99;736,43;2266,97;15;73,27617268;15;25;1;25;849,4081603;2622,269995;1261,961588;15;500;4,386841251
23,09;1905,05;736,455;2267,05;15;73,27711312;15;25;1;25;849,4065646;2622,360131;1262,006122;15;500;4,386993721
23,095;1905,47;736,615;2267,54;15;73,28306929;15;25;1;25;849,404716;2622,924144;1262,278892;15;500;4,387959373
23,0971;1905,64;736,681;2267,75;15;73,28549879;15;25;1;25;849,4023495;2623,163492;1262,395793;15;500;4,388353259
23,0999;1905,87;736,77;2268,02;15;73,28879039;15;25;1;25;849,4011962;2623,47407;1262,546095;15;500;4,388886915
23,1023;1906,07;736,846;2268,26;15;73,29165096;15;25;1;25;849,3993062;2623,748837;1262,679697;15;500;4,389350689
23,1049;1906,28;736,929;2268,51;15;73,29474665;15;25;1;25;849,3978458;2624,035817;1262,818865;15;500;4,389852585
23,1092;1906,64;737,069;2268,94;15;73,29995842;15;25;1;25;849,3949831;2624,528894;1263,058235;15;500;4,390697554
23,1101;1906,72;737,098;2269,03;15;73,30101646;15;25;1;25;849,3950324;2624,633073;1263,108335;15;500;4,390869089
23,1108;1906,77;737,118;2269,09;15;73,301761;15;25;1;25;849,3946314;2624,701872;1263,141736;15;500;4,3909898
23,117;1907,28;737,316;2269,7;15;73,30916728;15;25;1;25;849,3904127;2625,401112;1263,481306;15;500;4,392190561
23,1204;1907,56;737,424;2270,03;15;73,31316435;15;25;1;25;849,3887914;2625,780384;1263,665009;15;500;4,392838597
23,124;1907,86;737,539;2270,39;15;73,31743575;15;25;1;25;849,3860537;2626,192674;1263,865411;15;500;4,39353111
23,1272;1908,13;737,643;2270,71;15;73,3213153;15;25;1;25;849,3842025;2626,560031;1264,043546;15;500;4,394160094
23,1274;1908,14;737,65;2270,73;15;73,32155043;15;25;1;25;849,3831626;2626,581597;1264,05468;15;500;4,394198215
23,1301;1908,37;737,736;2270,99;15;73,32476381;15;25;1;25;849,3832577;2626,882485;1264,199415;15;500;4,394719195
23,1322;1908,53;737,801;2271,19;15;73,32719344;15;25;1;25;849,3808621;2627,110214;1264,31075;15;500;4,395113108
23,1353;1908,79;737,901;2271,5;15;73,33091629;15;25;1;25;849,3788014;2627,465686;1264,483318;15;500;4,395716689
23,1374;1908,96;737,966;2271,7;15;73,33334595;15;25;1;25;849,3778183;2627,695544;1264,594653;15;500;4,396110606
23,1389;1909,09;738,017;2271,86;15;73,33522698;15;25;1;25;849,3761304;2627,878071;1264,683721;15;500;4,396415576
23,1403;1909,21;738,06;2271,99;15;73,33687288;15;25;1;25;849,3768633;2628,029549;1264,756088;15;500;4,396682425
23,1417;1909,32;738,104;2272,12;15;73,3384796;15;25;1;25;849,3762909;2628,179057;1264,828456;15;500;4,396942921
23,1431;1909,44;738,149;2272,27;15;73,3401647;15;25;1;25;849,3742409;2628,349469;1264,911957;15;500;4,397216125
23,1436;1909,48;738,166;2272,32;15;73,34079172;15;25;1;25;849,3736969;2628,406484;1264,93979;15;500;4,397317782
23,1501;1910,01;738,372;2272,95;15;73,34847269;15;25;1;25;849,3699173;2629,129503;1265,290494;15;500;4,398563095
23,1527;1910,23;738,457;2273,21;15;73,3516078;15;25;1;25;849,3685533;2629,428187;1265,43523;15;500;4,399071391
23,1569;1910,57;738,588;2273,62;15;73,35650643;15;25;1;25;849,3651859;2629,89735;1265,663466;15;500;4,399865608
23,1596;1910,8;738,675;2273,88;15;73,35971995;15;25;1;25;849,3653651;2630,198363;1265,808201;15;500;4,400386618
23,165;1911,24;738,848;2274,42;15;73,36618622;15;25;1;25;849,3598619;2630,814668;1266,108804;15;500;4,401434999
23,1677;1911,47;738,935;2274,69;15;73,36943897;15;25;1;25;849,3585541;2631,125;1266,259106;15;500;4,401962371
23,1688;1911,56;738,968;2274,79;15;73,37065385;15;25;1;25;849,3588106;2631,241057;1266,314773;15;500;4,402159342
23,1715;1911,78;739,055;2275,05;15;73,37386743;15;25;1;25;849,3575786;2631,539937;1266,459508;15;500;4,402680364
23,1721;1911,83;739,073;2275,11;15;73,37453366;15;25;1;25;849,3570453;2631,608533;1266,492909;15;500;4,402788381
23,173;1911,91;739,104;2275,21;15;73,37570936;15;25;1;25;849,3557391;2631,722228;1266,548576;15;500;4,402978999
23,1745;1912,02;739,15;2275,35;15;73,37739453;15;25;1;25;849,353833;2631,881285;1266,62651;15;500;4,40325222
23,1769;1912,23;739,229;2275,59;15;73,3803338;15;25;1;25;849,3535727;2632,158498;1266,760112;15;500;4,403728769
23,1783;1912,34;739,271;2275,72;15;73,3819406;15;25;1;25;849,352827;2632,307741;1266,832479;15;500;4,403989284
23,1799;1912,47;739,323;2275,88;15;73,38386093;15;25;1;25;849,3512065;2632,490362;1266,921547;15;500;4,404300632
23,1835;1912,77;739,437;2276,23;15;73,38809351;15;25;1;25;849,3498689;2632,893182;1267,116383;15;500;4,404986871
23,186;1912,98;739,518;2276,48;15;73,3911112;15;25;1;25;849,3482753;2633,179945;1267,255551;15;500;4,405476137
23,1862;1912,99;739,523;2276,49;15;73,39130715;15;25;1;25;849,3485501;2633,191928;1267,261118;15;500;4,405507907
23,1874;1913,09;739,563;2276,62;15;73,3927964;15;25;1;25;849,3462834;2633,33887;1267,333485;15;500;4,405749364
23,1911;1913,39;739,679;2276,97;15;73,3971074;15;25;1;25;849,3450777;2633,741888;1267,528321;15;500;4,406448322
23,1914;1913,42;739,691;2277,01;15;73,3975777;15;25;1;25;849,3442392;2633,786887;1267,550588;15;500;4,406524572
23,1925;1913,51;739,724;2277,11;15;73,39879262;15;25;1;25;849,3444947;2633,902942;1267,606255;15;500;4,406721552
23,1931;1913,56;739,745;2277,18;15;73,39957644;15;25;1;25;849,3426955;2633,981189;1267,645222;15;500;4,406848636
23,194;1913,64;739,773;2277,26;15;73,4006346;15;25;1;25;849,3441203;2634,075879;1267,689756;15;500;4,407020199
23,1954;1913,75;739,818;2277,4;15;73,40228063;15;25;1;25;849,342149;2634,234833;1267,76769;15;500;4,407287077
23,1964;1913,83;739,849;2277,5;15;73,40345637;15;25;1;25;849,3408435;2634,348527;1267,823358;15;500;4,407477704
23,1977;1913,94;739,892;2277,63;15;73,40502403;15;25;1;25;849,3402044;2634,497929;1267,895725;15;500;4,407731874
23,1985;1914,01;739,917;2277,71;15;73,40596462;15;25;1;25;849,3400223;2634,590188;1267,940259;15;500;4,407884377
23,1996;1914,1;739,952;2277,82;15;73,40729713;15;25;1;25;849,3389254;2634,715764;1268,001493;15;500;4,408100422
23,2007;1914,19;739,986;2277,92;15;73,40855126;15;25;1;25;849,3392467;2634,831919;1268,057161;15;500;4,40830376
23,2011;1914,22;740;2277,96;15;73,40906074;15;25;1;25;849,3385609;2634,877148;1268,079428;15;500;4,408386366
23,2047;1914,51;740,112;2278,31;15;73,41325425;15;25;1;25;849,335662;2635,277601;1268,274263;15;500;4,409066279
23,2052;1914,56;740,13;2278,36;15;73,41392051;15;25;1;25;849,3365925;2635,336843;1268,302097;15;500;4,409174303
23,2071;1914,72;740,192;2278,55;15;73,41619363;15;25;1;25;849,3354862;2635,554938;1268,407865;15;500;4,409542856
23,2139;1915,28;740,407;2279,22;15;73,42422799;15;25;1;25;849,3306692;2636,322623;1268,780836;15;500;4,410845512
23,2157;1915,43;740,466;2279,4;15;73,42642276;15;25;1;25;849,3294002;2636,528904;1268,881037;15;500;4,411201363
23,2197;1915,76;740,593;2279,79;15;73,43112584;15;25;1;25;849,3273096;2636,976842;1269,09814;15;500;4,411963904
23,2231;1916,04;740,702;2280,12;15;73,43520186;15;25;1;25;849,3257314;2637,356155;1269,281842;15;500;4,412624777
23,2301;1916,62;740,926;2280,81;15;73,44351073;15;25;1;25;849,3214375;2638,147756;1269,665946;15;500;4,413971957
23,2324;1916,8;740,996;2281,03;15;73,44617585;15;25;1;25;849,3192447;2638,398902;1269,788414;15;500;4,414404075
23,2339;1916,92;741,044;2281,18;15;73,44793954;15;25;1;25;849,3174175;2638,569634;1269,871915;15;500;4,414690036
23,2348;1917;741,074;2281,27;15;73,44907614;15;25;1;25;849,3175089;2638,673872;1269,922016;15;500;4,414874323
23,2372;1917,2;741,149;2281,5;15;73,45185886;15;25;1;25;849,3170369;2638,939191;1270,050051;15;500;4,415325509
23,2393;1917,38;741,219;2281,72;15;73,45444561;15;25;1;25;849,3148851;2639,190397;1270,172519;15;500;4,415744923
23,2405;1917,47;741,256;2281,83;15;73,45581738;15;25;1;25;849,313941;2639,3162;1270,233753;15;500;4,415967341
23,2412;1917,53;741,279;2281,9;15;73,45667964;15;25;1;25;849,3136821;2639,396774;1270,27272;15;500;4,416107146
23,2416;1917,56;741,291;2281,94;15;73,45711076;15;25;1;25;849,3128652;2639,441803;1270,294987;15;500;4,416177049
23,2426;1917,64;741,322;2282,03;15;73,45828657;15;25;1;25;849,3130222;2639,546141;1270,345088;15;500;4,416367693
23,2429;1917,67;741,333;2282,07;15;73,4587177;15;25;1;25;849,3121191;2639,591038;1270,367355;15;500;4,416437596
23,2443;1917,78;741,376;2282,2;15;73,46028544;15;25;1;25;849,3114796;2639,740436;1270,439722;15;500;4,416691789
23,2467;1917,98;741,453;2282,44;15;73,46314657;15;25;1;25;849,309678;2640,015304;1270,573324;15;500;4,417155694
23,2489;1918,17;741,525;2282,66;15;73,46585094;15;25;1;25;849,3090432;2640,268808;1270,695792;15;500;4,41759418
23,2505;1918,3;741,575;2282,81;15;73,46773224;15;25;1;25;849,3087331;2640,441837;1270,779293;15;500;4,417899216
23,2508;1918,32;741,585;2282,84;15;73,46808499;15;25;1;25;849,3078402;2640,475183;1270,795993;15;500;4,41795641
23,2532;1918,52;741,659;2283,07;15;73,47086776;15;25;1;25;849,3072812;2640,740368;1270,924028;15;500;4,41840761
23,2552;1918,69;741,725;2283,27;15;73,47329778;15;25;1;25;849,3063824;2640,970337;1271,035363;15;500;4,418801617
23,259;1919;741,847;2283,65;15;73,47780511;15;25;1;25;849,3026127;2641,404151;1271,246898;15;500;4,419532442
23,26;1919,08;741,877;2283,74;15;73,47894174;15;25;1;25;849,3027032;2641,508388;1271,296999;15;500;4,419716738
23,2627;1919,31;741,965;2284,01;15;73,48223406;15;25;1;25;849,3014591;2641,818799;1271,447301;15;500;4,420250561
23,2629;1919,32;741,971;2284,03;15;73,48246923;15;25;1;25;849,3003386;2641,840232;1271,458434;15;500;4,420288692
23,2646;1919,46;742,024;2284,19;15;73,48442895;15;25;1;25;849,3001902;2642,025072;1271,547502;15;500;4,420606446
23,2666;1919,63;742,088;2284,39;15;73,48681981;15;25;1;25;849,2991393;2642,254809;1271,658837;15;500;4,420994107
23,2704;1919,94;742,21;2284,76;15;73,49132719;15;25;1;25;849,2968295;2642,679267;1271,864806;15;500;4,421724947
23,2712;1920,01;742,236;2284,84;15;73,49230706;15;25;1;25;849,2967121;2642,771621;1271,90934;15;500;4,421883826
23,2744;1920,26;742,336;2285,15;15;73,49603056;15;25;1;25;849,2932479;2643,124927;1272,081908;15;500;4,422487569
23,2758;1920,38;742,382;2285,3;15;73,49775513;15;25;1;25;849,2912705;2643,295424;1272,165409;15;500;4,422767199
23,2775;1920,52;742,435;2285,46;15;73,49975408;15;25;1;25;849,2911014;2643,480231;1272,254477;15;500;4,423091316
23,2814;1920,85;742,56;2285,84;15;73,50437909;15;25;1;25;849,2903366;2643,918598;1272,466013;15;500;4,423841238
23,283;1920,98;742,611;2286;15;73,50629965;15;25;1;25;849,2886326;2644,101075;1272,555081;15;500;4,424152647
23,2849;1921,14;742,673;2286,19;15;73,50861217;15;25;1;25;849,2875055;2644,319127;1272,660848;15;500;4,424527612
23,2888;1921,45;742,795;2286,57;15;73,51311963;15;25;1;25;849,2837376;2644,752931;1272,872384;15;500;4,425258478
23,2937;1921,86;742,952;2287,05;15;73,51899896;15;25;1;25;849,2817147;2645,305049;1273,139587;15;500;4,426211791
23,2958;1922,03;743,019;2287,26;15;73,52146828;15;25;1;25;849,2794233;2645,544464;1273,256489;15;500;4,426612184
23,2993;1922,33;743,133;2287,61;15;73,52570142;15;25;1;25;849,2780808;2645,947249;1273,451325;15;500;4,427298578
23,3017;1922,52;743,207;2287,84;15;73,52848432;15;25;1;25;849,276118;2646,210295;1273,579359;15;500;4,42774982
23,3042;1922,73;743,287;2288,08;15;73,53146322;15;25;1;25;849,2759157;2646,487581;1273,712961;15;500;4,428232843
23,3087;1923,1;743,432;2288,53;15;73,53687227;15;25;1;25;849,2718691;2647,001919;1273,963464;15;500;4,429109916
23,3132;1923,47;743,576;2288,97;15;73,54220296;15;25;1;25;849,2692341;2647,506835;1274,2084;15;500;4,429974286
23,3152;1923,64;743,64;2289,17;15;73,54459393;15;25;1;25;849,2681827;2647,736563;1274,319735;15;500;4,430361984
23,3165;1923,74;743,679;2289,29;15;73,5460442;15;25;1;25;849,2673151;2647,874041;1274,386536;15;500;4,430597145
23,3172;1923,8;743,702;2289,36;15;73,54690652;15;25;1;25;849,2670555;2647,95461;1274,425503;15;500;4,430736971
23,3173;1923,81;743,706;2289,37;15;73,54706331;15;25;1;25;849,2672625;2647,966491;1274,431069;15;500;4,430762394
23,3174;1923,81;743,707;2289,37;15;73,5471025;15;25;1;25;849,2673281;2647,966591;1274,431069;15;500;4,43076875
